Codice AIC;Sost.isce;Sost.ito;Descrizione prodotto;Ditta produttrice;Forma farmaceutica;Principio Attivo;A.T.C. Descrizione;Cod. gruppo;Descrizione gruppo;Tipo prodotto;Doping;Glutine;Stupefacente;Temperatura;Mesi di validita';Validita' dopo apertura;Iva;Prz. Att.;Imp.Assist;PrzRimE.;Obbligatorieta';Particolarita';Cl;Prescrivibilita';Tipo ricetta;Regime SSN;Note prescrizione
043335025;;;LATUDA*28CPR RIV 18,5MG;ANGELINI (A.C.R.A.F.) SpA;COMPRESSE RIVESTITE;LURASIDONE CLORIDRATO;LURASIDONE;;;FARMACO ETICO;N;;;AL RIPARO DALLA LUCE;60 MESI;;ALIQUOTA 10%;72.57;0.0;0.0;NON OBBLIGATORIA;CONTINUITA' TERAPEUTICA H-T;A;;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;DISTR.STRUT.PUBBL.E PIANO TER.
043335090;;;LATUDA*28CPR RIV 37MG;ANGELINI (A.C.R.A.F.) SpA;COMPRESSE RIVESTITE;LURASIDONE CLORIDRATO;LURASIDONE;;;FARMACO ETICO;N;;;AL RIPARO DALLA LUCE;60 MESI;;ALIQUOTA 10%;72.57;0.0;0.0;NON OBBLIGATORIA;CONTINUITA' TERAPEUTICA H-T;A;;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;DISTR.STRUT.PUBBL.E PIANO TER.
043335153;;;LATUDA*28CPR RIV 74MG;ANGELINI (A.C.R.A.F.) SpA;COMPRESSE RIVESTITE;LURASIDONE CLORIDRATO;LURASIDONE;;;FARMACO ETICO;N;;;AL RIPARO DALLA LUCE;60 MESI;;ALIQUOTA 10%;72.57;0.0;0.0;NON OBBLIGATORIA;CONTINUITA' TERAPEUTICA H-T;A;;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;DISTR.STRUT.PUBBL.E PIANO TER.
045594037;;;LAURILAX*RETT SOL 12FL MONO5ML;CARLO ERBA OTC Srl;SOLUZIONE RETTALE;SODIO LAURILSOLFOACETATO/SODIO CITRATO/SORBITOLO;SODIO LAURILSOLFOACETATO, INCLUSE LE ASSOCIAZIONI;;;FARMACO DA BANCO;N;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 10%;11.28;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;C;;OTC - LIBERA VENDITA;NON CONCEDIBILE;
019924012;;;LAUROMICINA*12CPR 500MG;NEW RESEARCH Srl;COMPRESSE;ERITROMICINA STEARATO;ERITROMICINA;;;FARMACO ETICO;N;;;NON SUP. A +25 GRADI;36 MESI;;ALIQUOTA 10%;4.9;0.0;0.0;OBBL.1GR.MACROLIDI;OBBL.1GR.MACROLIDI;A;;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;
019924024;;;LAUROMICINA*UNG 30G;NEW RESEARCH Srl;UNGUENTO DERMATOLOGICO;FLUOCINOLONE ACETONIDE/ERITROMICINA STEARATO;FLUOCINOLONE ACETONIDE ED ANTIBIOTICI;;;FARMACO ETICO;N;;;NESSUNA PARTIC.CONDIZ.DI CONS.;24 MESI;;ALIQUOTA 10%;17.8;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;C;;RR - RIPETIBILE 10V IN 6MESI;NON CONCEDIBILE;
043444025;;;LAVENTAIR ELLIPTA*30D 55+22MCG;A.MENARINI IND.FARM.RIUN.Srl;POLVERE PER INALAZIONE;UMECLIDINIO BROMURO/VILANTEROLO TRIFENATATO;VILANTEROLO E UMECLIDINIO BROMURO;;;FARMACO ETICO;S;;;NON SUP. A +30 GRADI;24 MESI;6 SETTIMANE;ALIQUOTA 10%;57.15;0.0;0.0;NON OBBLIGATORIA;SCHEDA VALUTAZIONE E PRESCRIZ;A;;RR - RIPETIBILE 10V IN 6MESI;ESENTE PER PATOLOGIA;NOTA 99
041547047;;;LAXIDO*OS POLV 20BUST;INTERGAL PHARMA IRELAND LTD;SOLUZIONE ORALE POLVERE;MACROGOL 3350/SODIO BICARBONATO/SODIO CLORURO/POTASSIO CLORURO;MACROGOL, ASSOCIAZIONI;;;FARMACO ETICO;N;;;INFERIORE A +25 GRADI;24 MESI;6 ORE DOPO RICOSTITUZIONE;ALIQUOTA 10%;13.2;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;C;;RR - RIPETIBILE 10V IN 6MESI;NON CONCEDIBILE;
035953025;;;LAXIPEG*OS POLV 20BUST 9,7G;ZAMBON ITALIA Srl;SOLUZIONE ORALE POLVERE;MACROGOL 4000;MACROGOL;;;FARMACO ETICO;N;N;;CONSERV.IN CONFEZ.ORIGINALE;36 MESI;;ALIQUOTA 10%;16.6;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;C;;SOP - NON RICHIESTA;NON CONCEDIBILE;
035953037;;;LAXIPEG*OS POLV FL 200G 97%;ZAMBON ITALIA Srl;SOLUZIONE ORALE POLVERE;MACROGOL 4000;MACROGOL;;;FARMACO ETICO;N;N;;CONSERV.IN CONFEZ.ORIGINALE;36 MESI;3 MESI;ALIQUOTA 10%;18.5;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;C;;SOP - NON RICHIESTA;NON CONCEDIBILE;
040532020;;;LAZAPIR*28CPR OROD 10MG;NEURAXPHARM ITALY SpA;COMPRESSE ORODISPERS./SUBLING.;OLANZAPINA;OLANZAPINA;FNC;OLANZAPINA 10MG 28 UNITA' USO ORALE;FARMACO ETICO;N;;;AL RIPARO DA LUCE E UMIDITA';24 MESI;;ALIQUOTA 10%;33.5;0.0;33.5;NON OBBLIGATORIA;CONTINUITA' TERAPEUTICA H-T;A;;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;DISTR.DIR.ANCHE DA STRUT.PUBBL
040532018;;;LAZAPIR*28CPR OROD 5MG;NEURAXPHARM ITALY SpA;COMPRESSE ORODISPERS./SUBLING.;OLANZAPINA;OLANZAPINA;FNB;OLANZAPINA 5MG 28 UNITA' USO ORALE;FARMACO ETICO;N;;;AL RIPARO DA LUCE E UMIDITA';24 MESI;;ALIQUOTA 10%;19.5;0.0;19.5;NON OBBLIGATORIA;CONTINUITA' TERAPEUTICA H-T;A;;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;DISTR.DIR.ANCHE DA STRUT.PUBBL
046666044;;;LECROSINE*COLL FL 10ML 40MG/ML;SANTEN ITALY Srl;COLLIRIO SOLUZIONE;ACIDO CROMOGLICICO SALE SODICO;ACIDO CROMOGLICICO;;;FARMACO ETICO;N;;;INF.A +25, NON CONGELARE;24 MESI;8 SETTIMANE;ALIQUOTA 10%;21.9;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;C;;SOP - NON RICHIESTA;NON CONCEDIBILE;
024659118;024659017;;LEDERFOLIN*10CPR 7,5MG;PFIZER ITALIA Srl;COMPRESSE;CALCIO LEVOFOLINATO;CALCIO LEVOFOLINATO;;;FARMACO ETICO;N;N;;INF.A +25, RIPARO LUCE;24 MESI;;ALIQUOTA 10%;19.6;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;C;;RR - RIPETIBILE 10V IN 6MESI;NON CONCEDIBILE;
024659120;024659029;;LEDERFOLIN*EV 1FL 25MG;PFIZER ITALIA Srl;SOLUZIONE INIETTABILE POLV;CALCIO LEVOFOLINATO;CALCIO LEVOFOLINATO;;;FARMACO ETICO;N;N;;NON SUP. A +25 GRADI;24 MESI;;ALIQUOTA 10%;10.6;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;C;;RR - RIPETIBILE 10V IN 6MESI;NON CONCEDIBILE;
028519039;;;LEDOREN*OS GRAT 30BUST 100MG;ITALIAN DEVICES Srl;GRANULATO PER SOSPENS ORALE;NIMESULIDE;NIMESULIDE;32A;NIMESULIDE 100MG 30 UNITA' USO ORALE;FARMACO ETICO;N;;TAB.5 F.U. XII;NESSUNA PARTIC.CONDIZ.DI CONS.;24 MESI;;ALIQUOTA 10%;2.36;0.0;2.36;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;;RNR - NON RIPETIBILE (EX S/F);ESENTE PER PATOLOGIA;NOTA 66: CLASSE A PER PATOL.
050037098;;;LEFLUNOMIDE AUR*30CPR RIV 20MG;AUROBINDO PHARMA ITALIA Srl;COMPRESSE RIVESTITE;LEFLUNOMIDE;LEFLUNOMIDE;FRA;LEFLUNOMIDE 20MG 30 UNITA' USO ORALE;FARMACO GENERICO;N;;;INFERIORE A +25 GRADI;36 MESI;;ALIQUOTA 10%;56.14;0.0;56.14;NON OBBLIGATORIA;CONTINUITA'TERAPEUTICA H-T PT;A;;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;DISTR.STRUT.PUBBL.E PIANO TER.
042083067;;;LEFLUNOMIDE MED*30CPR 20MG FL;MEDAC PHARMA Srl;COMPRESSE RIVESTITE DIVISIBILI;LEFLUNOMIDE;LEFLUNOMIDE;FRA;LEFLUNOMIDE 20MG 30 UNITA' USO ORALE;FARMACO GENERICO;N;;;AL RIPARO DALL'UMIDITA';36 MESI;;ALIQUOTA 10%;56.14;0.0;56.14;NON OBBLIGATORIA;CONTINUITA'TERAPEUTICA H-T PT;A;;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;DISTR.STRUT.PUBBL.E PIANO TER.
041230107;;;LEFLUNOMIDE MY*30CPR RIV 20MG;MYLAN SpA;COMPRESSE RIVESTITE;LEFLUNOMIDE;LEFLUNOMIDE;FRA;LEFLUNOMIDE 20MG 30 UNITA' USO ORALE;FARMACO GENERICO;N;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 10%;56.14;0.0;56.14;NON OBBLIGATORIA;CONTINUITA'TERAPEUTICA H-T PT;A;;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;DISTR.STRUT.PUBBL.E PIANO TER.
040419172;;;LEFLUNOMIDE SA*30CPR RIV20MGFL;SANDOZ SpA;COMPRESSE RIVESTITE DIVISIBILI;LEFLUNOMIDE;LEFLUNOMIDE;FRA;LEFLUNOMIDE 20MG 30 UNITA' USO ORALE;FARMACO GENERICO;N;;;AL RIPARO DALL'UMIDITA';36 MESI;;ALIQUOTA 10%;56.14;0.0;56.14;NON OBBLIGATORIA;CONTINUITA'TERAPEUTICA H-T PT;A;;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;DISTR.STRUT.PUBBL.E PIANO TER.
041079056;;;LEFLUNOMIDE ZEN*30CPR 20MG FL;ZENTIVA ITALIA Srl;COMPRESSE RIVESTITE;LEFLUNOMIDE;LEFLUNOMIDE;FRA;LEFLUNOMIDE 20MG 30 UNITA' USO ORALE;FARMACO GENERICO;N;;;CONSERV.IN CONFEZ.ORIGINALE;36 MESI;;ALIQUOTA 10%;56.14;0.0;56.14;NON OBBLIGATORIA;CONTINUITA'TERAPEUTICA H-T PT;A;;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;DISTR.STRUT.PUBBL.E PIANO TER.
037237056;;;LEFUNZOL*10CPS 100MG;EPIFARMA Srl;CAPSULE RIGIDE;FLUCONAZOLO;FLUCONAZOLO;DCA;FLUCONAZOLO 100MG 10 UNITA' USO ORALE;FARMACO GENERICO;N;;;INFERIORE A +30 GRADI;36 MESI;;ALIQUOTA 10%;26.63;0.0;26.63;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;
037237068;;;LEFUNZOL*2CPS 150MG;EPIFARMA Srl;CAPSULE RIGIDE;FLUCONAZOLO;FLUCONAZOLO;DCB;FLUCONAZOLO 150MG 2 UNITA' USO ORALE;FARMACO GENERICO;N;;;INFERIORE A +30 GRADI;36 MESI;;ALIQUOTA 10%;8.28;0.0;8.28;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;
037237070;;;LEFUNZOL*7CPS 200MG;EPIFARMA Srl;CAPSULE RIGIDE;FLUCONAZOLO;FLUCONAZOLO;DCC;FLUCONAZOLO 200MG 7 UNITA' USO ORALE;FARMACO GENERICO;N;;;INFERIORE A +30 GRADI;36 MESI;;ALIQUOTA 10%;33.52;0.0;33.52;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;
022258014;;;LEGALON*30CPR RIV 140MG;VIATRIS HEALTHCARE LIMITED;COMPRESSE RIVESTITE;SILIMARINA;SILIMARINA;;;FARMACO ETICO;N;;;NESSUNA PARTIC.CONDIZ.DI CONS.;60 MESI;;ALIQUOTA 10%;14.7;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;C;;RR - RIPETIBILE 10V IN 6MESI;NON CONCEDIBILE;
022258040;;;LEGALON*40CPR RIV 70MG;VIATRIS HEALTHCARE LIMITED;COMPRESSE RIVESTITE;SILIMARINA;SILIMARINA;;;FARMACO ETICO;N;;;NESSUNA PARTIC.CONDIZ.DI CONS.;60 MESI;;ALIQUOTA 10%;12.6;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;C;;RR - RIPETIBILE 10V IN 6MESI;NON CONCEDIBILE;
022258091;;;LEGALON*OS 30BUST EFF200MG;VIATRIS HEALTHCARE LIMITED;GRANULATO;SILIMARINA;SILIMARINA;;;FARMACO ETICO;N;;;NESSUNA PARTIC.CONDIZ.DI CONS.;60 MESI;;ALIQUOTA 10%;18.7;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;C;;RR - RIPETIBILE 10V IN 6MESI;NON CONCEDIBILE;
040048023;;;LEMAXIL*5CPR RIV 500MG;IST.CHIM.INTERNAZ. RENDE Srl;COMPRESSE RIVESTITE DIVISIBILI;LEVOFLOXACINA EMIIDRATO;LEVOFLOXACINA;FGB;LEVOFLOXACINA 500MG 5 UNITA' USO ORALE;FARMACO ETICO;N;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 10%;6.25;0.0;6.25;OBBL.1GR.CHINOLONICI ORALI;QUOTE DL 39/09 e DL 78/10;A;;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;
037840028;;;LENAXOLAN*20CPR 4MG;LANOVA FARMACEUTICI Srl;COMPRESSE DIVISIBILI;DOXAZOSINA MESILATO;DOXAZOSIN;DBB;DOXAZOSINA 4MG 20 UNITA' USO ORALE;FARMACO GENERICO;N;;;INFERIORE A +30 GRADI;60 MESI;;ALIQUOTA 10%;6.48;0.0;6.48;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;
037840016;;;LENAXOLAN*30CPR 2MG;LANOVA FARMACEUTICI Srl;COMPRESSE DIVISIBILI;DOXAZOSINA MESILATO;DOXAZOSIN;DBA;DOXAZOSINA 2MG 30 UNITA' USO ORALE;FARMACO GENERICO;N;;;INFERIORE A +30 GRADI;60 MESI;;ALIQUOTA 10%;7.43;0.0;7.43;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;
047349016;;;LENCYA*1CPR RIV 30MG;SANDOZ SpA;COMPRESSE RIVESTITE;ULIPRISTAL ACETATO;ULIPRISTAL;;;FARMACO ETICO;N;;;AL RIPARO DALLA LUCE;36 MESI;;ALIQUOTA 10%;29.0;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;C;;SOP - NON RICHIESTA;NON CONCEDIBILE;
045101033;;;LENDORMIN*30CPR 0,25MG;GMM FARMA Srl;COMPRESSE DIVISIBILI;BROTIZOLAM;BROTIZOLAM;;;FARMACO ETICO;N;;TAB.E MEDICINALI L. 79/2014;INFERIORE A +25 GRADI;36 MESI;;ALIQUOTA 10%;21.55;0.0;0.0;OBBL.1GR.BENZODIAZEPINE ORALI;OBBL.1GR.BENZODIAZEPINE ORALI;C;;RR - RIPETIBILE 3V IN 30GIORNI;NON CONCEDIBILE;
048811018;;;LENDORMIN*30CPR 0,25MG;NEW PHARMASHOP Srl;COMPRESSE DIVISIBILI;BROTIZOLAM;BROTIZOLAM;;;FARMACO ETICO;N;;TAB.E MEDICINALI L. 79/2014;INFERIORE A +25 GRADI;36 MESI;;ALIQUOTA 10%;21.6;0.0;0.0;OBBL.1GR.BENZODIAZEPINE ORALI;OBBL.1GR.BENZODIAZEPINE ORALI;C;;RR - RIPETIBILE 3V IN 30GIORNI;NON CONCEDIBILE;
046324012;;;LENDORMIN*30CPR 0,25MG;GEKOFAR Srl;COMPRESSE DIVISIBILI;BROTIZOLAM;BROTIZOLAM;;;FARMACO ETICO;N;;TAB.E MEDICINALI L. 79/2014;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 10%;22.9;0.0;0.0;OBBL.1GR.BENZODIAZEPINE ORALI;OBBL.1GR.BENZODIAZEPINE ORALI;C;;RR - RIPETIBILE 3V IN 30GIORNI;NON CONCEDIBILE;
044413021;;;LENDORMIN*30CPR 0,25MG;FARMA 1000 Srl;COMPRESSE DIVISIBILI;BROTIZOLAM;BROTIZOLAM;;;FARMACO ETICO;N;;TAB.E MEDICINALI L. 79/2014;INFERIORE A +25 GRADI;36 MESI;;ALIQUOTA 10%;22.93;0.0;0.0;OBBL.1GR.BENZODIAZEPINE ORALI;OBBL.1GR.BENZODIAZEPINE ORALI;C;;RR - RIPETIBILE 3V IN 30GIORNI;NON CONCEDIBILE;
048580017;;;LENDORMIN*30CPR 0,25MG;FARMED Srl;COMPRESSE DIVISIBILI;BROTIZOLAM;BROTIZOLAM;;;FARMACO ETICO;N;;TAB.E MEDICINALI L. 79/2014;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 10%;22.93;0.0;0.0;OBBL.1GR.BENZODIAZEPINE ORALI;OBBL.1GR.BENZODIAZEPINE ORALI;C;;RR - RIPETIBILE 3V IN 30GIORNI;NON CONCEDIBILE;
048580029;;;LENDORMIN*30CPR 0,25MG;FARMED Srl;COMPRESSE DIVISIBILI;BROTIZOLAM;BROTIZOLAM;;;FARMACO ETICO;N;;TAB.E MEDICINALI L. 79/2014;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 10%;22.93;0.0;0.0;OBBL.1GR.BENZODIAZEPINE ORALI;OBBL.1GR.BENZODIAZEPINE ORALI;C;;RR - RIPETIBILE 3V IN 30GIORNI;NON CONCEDIBILE;
026343018;;;LENDORMIN*30CPR 0,25MG;BOEHRINGER INGELHEIM IT.SpA;COMPRESSE DIVISIBILI;BROTIZOLAM;BROTIZOLAM;;;FARMACO ETICO;N;;TAB.E MEDICINALI L. 79/2014;INFERIORE A +25 GRADI;36 MESI;;ALIQUOTA 10%;22.98;0.0;0.0;OBBL.1GR.BENZODIAZEPINE ORALI;OBBL.1GR.BENZODIAZEPINE ORALI;C;;RR - RIPETIBILE 3V IN 30GIORNI;NON CONCEDIBILE;
045691019;;;LENDORMIN*30CPR 0,25MG;PRICETAG SpA;COMPRESSE DIVISIBILI;BROTIZOLAM;BROTIZOLAM;;;FARMACO ETICO;N;;TAB.E MEDICINALI L. 79/2014;INFERIORE A +25 GRADI;36 MESI;;ALIQUOTA 10%;22.98;0.0;0.0;OBBL.1GR.BENZODIAZEPINE ORALI;OBBL.1GR.BENZODIAZEPINE ORALI;C;;RR - RIPETIBILE 3V IN 30GIORNI;NON CONCEDIBILE;
045691033;;;LENDORMIN*30CPR 0,25MG;PRICETAG SpA;COMPRESSE DIVISIBILI;BROTIZOLAM;BROTIZOLAM;;;FARMACO ETICO;N;;TAB.E MEDICINALI L. 79/2014;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 10%;22.98;0.0;0.0;OBBL.1GR.BENZODIAZEPINE ORALI;OBBL.1GR.BENZODIAZEPINE ORALI;C;;RR - RIPETIBILE 3V IN 30GIORNI;NON CONCEDIBILE;
025635018;;;LENIDENT*SOLUZ ODONT.6ML 3,5G;ZETA FARMACEUTICI SpA;SOLUZIONE DENTALE;PROCAINA CLORIDRATO;VARI;;;FARMACO DA BANCO;N;;;NESSUNA PARTIC.CONDIZ.DI CONS.;60 MESI;;ALIQUOTA 10%;6.2;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;C;;OTC - LIBERA VENDITA;NON CONCEDIBILE;
031355011;909273740;;LENIL ANTIPRURITO*2% CR 30G;ZETA FARMACEUTICI SpA;CREMA DERMATOLOGICA;PROMETAZINA;PROMETAZINA;;;FARMACO GENERICO;N;;;AL RIPARO DALLA LUCE;36 MESI;;ALIQUOTA 10%;8.4;0.0;0.0;NON OBBLIGATORIA;EX GALENICO OFFICINALE;C;;OTC - LIBERA VENDITA;NON CONCEDIBILE;
036932010;;;LENIRIT MICOSI*CREMA 30G 1%;EG SpA;CREMA DERMATOLOGICA;CLOTRIMAZOLO;CLOTRIMAZOLO;;;FARMACO GENERICO;N;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 10%;12.9;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;C;;OTC - LIBERA VENDITA;NON CONCEDIBILE;
045831017;;;LENIRIT UNGUEALE*2,5ML 5% SMAL;EG SpA;SMALTO MEDICATO;AMOROLFINA CLORIDRATO;AMOROLFINA;;;FARMACO DA BANCO;N;;;INF.A +30, IN CONF.ORIGIN.;36 MESI;;ALIQUOTA 10%;32.4;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;C;;OTC - LIBERA VENDITA;NON CONCEDIBILE;
025869013;;;LENIRIT*CREMA DERM 20G 0,5%;EG SpA;CREMA DERMATOLOGICA;IDROCORTISONE ACETATO;IDROCORTISONE;;;FARMACO DA BANCO;N;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 10%;11.9;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;C;;OTC - LIBERA VENDITA;NON CONCEDIBILE;
044089187;;;LENIZAK*20CPR RIV 75+25MG;MENARINI INTERNAT. O.L.S.A;COMPRESSE RIVESTITE;TRAMADOLO CLORIDRATO/DEXKETOPROFENE;TRAMADOLO E DEXKETOPROFENE;;;FARMACO ETICO;N;;TAB.D MEDICINALI L. 79/2014;CONSERV.IN CONFEZ.ORIGINALE;60 MESI;;ALIQUOTA 10%;12.9;0.0;0.0;NON OBBLIGATORIA;DATI ACQUIR.RIC.PRIV.CONS.2ANN;C;IN TERAPIA DEL DOLORE;RNR -  DURATA CURA MAX 30GG;NON CONCEDIBILE;
044089314;;;LENIZAK*GRAT 15BUST 75+25MG;MENARINI INTERNAT. O.L.S.A;GRANULATO PER SOLUZIONE ORALE;TRAMADOLO CLORIDRATO/DEXKETOPROFENE TROMETAMOLO;TRAMADOLO E DEXKETOPROFENE;;;FARMACO ETICO;N;;TAB.D MEDICINALI L. 79/2014;CONSERV.IN CONFEZ.ORIGINALE;36 MESI;;ALIQUOTA 10%;12.9;0.0;0.0;NON OBBLIGATORIA;DATI ACQUIR.RIC.PRIV.CONS.2ANN;C;IN TERAPIA DEL DOLORE;RNR -  DURATA CURA MAX 30GG;NON CONCEDIBILE;
025496062;;;LENOSPREAD*CREMA 50G 1%;I.B.N. SAVIO Srl;CREMA DERMATOLOGICA;PIROXICAM;PIROXICAM;;;FARMACO ETICO;N;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 10%;9.5;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;C;;SOP - NON RICHIESTA;NON CONCEDIBILE;
038356022;;;LENOTAC*8CER MED 14MG;I.B.N. SAVIO Srl;CEROTTI MEDICATI;PIROXICAM;PIROXICAM;;;FARMACO DA BANCO;N;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 10%;19.9;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;C;;OTC - LIBERA VENDITA;NON CONCEDIBILE;
024036042;;;LENTOKALIUM*40CPS 600MG;TEOFARMA Srl;CAPSULE RIGIDE;POTASSIO CLORURO;POTASSIO CLORURO;;;FARMACO ETICO;N;N;;NESSUNA PARTIC.CONDIZ.DI CONS.;60 MESI;;ALIQUOTA 10%;11.99;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;C;;RR - RIPETIBILE 10V IN 6MESI;NON CONCEDIBILE;
043205018;;;LENZETTO*SPRAY TRANSD FL 6,5ML;GEDEON RICHTER ITALIA Srl;SPRAY TRANSDERMICO SOLUZIONE;ESTRADIOLO;ESTRADIOLO;;;FARMACO ETICO;N;;;NON SUP.+25, NON CONG,NO FRIGO;36 MESI;8 SETTIMANE;ALIQUOTA 10%;18.6;0.0;0.0;OBBLIGATORIA SOSTAN E/O MEDIC;OBBLIGATORIA SOSTAN E/O MEDIC;C;;RR - RIPETIBILE 10V IN 6MESI;NON CONCEDIBILE;
028824047;028824023;;LEPONEX*28CPR 100MG;VIATRIS HEALTHCARE LIMITED;COMPRESSE DIVISIBILI;CLOZAPINA;CLOZAPINA;AZA;CLOZAPINA 100MG 28 UNITA' USO ORALE;FARMACO ETICO;N;;TAB.5 F.U. XII;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 10%;29.78;10.28;19.5;NON OBBLIGATORIA;CONTINUITA'TERAPEUTICA H-T PT;A;PR.OSP/DIP.SAL.MEN/SP:PS NEUPS;RNRL - LIMITATIVA NON RIPETIB.;CONCEDIB.ESENTE;DISTR.STRUT.PUBBL.E PIANO TER.
028824035;028824011;;LEPONEX*28CPR 25MG;VIATRIS HEALTHCARE LIMITED;COMPRESSE DIVISIBILI;CLOZAPINA;CLOZAPINA;AZB;CLOZAPINA 25MG 28 UNITA' USO ORALE;FARMACO ETICO;N;;TAB.5 F.U. XII;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 10%;9.03;3.65;5.38;NON OBBLIGATORIA;CONTINUITA'TERAPEUTICA H-T PT;A;PR.OSP/DIP.SAL.MEN/SP:PS NEUPS;RNRL - LIMITATIVA NON RIPETIB.;CONCEDIB.ESENTE;DISTR.STRUT.PUBBL.E PIANO TER.
039814013;;;LEPTOPROL*1 IMPIANTO 3,6MG;SANDOZ SpA;IMPIANTO;LEUPRORELINA ACETATO;LEUPRORELINA;;;FARMACO ETICO;S;;;NON SUP. A +30 GRADI;36 MESI;;ALIQUOTA 10%;133.39;0.0;0.0;NON OBBLIGATORIA;CONTINUITA'TERAPEUTICA H-T PT;A;;RR - RIPETIBILE 10V IN 6MESI;ESENTE PER PATOLOGIA;NOTA 51: CLASSE A PER PATOL.
039814052;;;LEPTOPROL*1 IMPIANTO 5MG;SANDOZ SpA;IMPIANTO;LEUPRORELINA ACETATO;LEUPRORELINA;;;FARMACO ETICO;S;;;NON SUP. A +30 GRADI;48 MESI;;ALIQUOTA 10%;345.11;0.0;0.0;NON OBBLIGATORIA;CONTINUITA'TERAPEUTICA H-T PT;A;;RR - RIPETIBILE 10V IN 6MESI;ESENTE PER PATOLOGIA;NOTA 51: CLASSE A PER PATOL.
